,Word,Occurences
407,зими,11
408,тінь,11
409,таким,11
410,душа,11
411,хочеш,11
412,одну,11
413,тече,11
414,сама,11
415,нікого,11
416,небі,11
417,довга,11
418,зима,11
419,пам’ять,11
420,плаче,11
421,щастя,11
422,близько,11
423,скоро,11
424,краю,11
425,говорить,11
426,людина,11
427,вулиці,11
428,спогади,11
429,правда,11
430,щоби,11
431,сирени,11
432,війська,11
433,місті,11
434,одне,11
435,потрібно,11
436,тиша,11
437,історії,11
438,душу,10
439,хоча,10
440,мабуть,10
441,горло,10
442,чорне,10
443,можеш,10
444,інший,10
445,ній,10
446,міст,10
447,кричить,10
448,голову,10
449,видно,10
450,душі,10
451,маю,10
452,тривоги,10
453,речі,10
454,вода,10
455,живих,10
456,якось,10
457,попри,10
458,дивитися,10
459,ключик,10
460,часто,10
461,чужі,10
462,обличчям,10
463,само,10
464,насправді,10
465,мною,10
466,тепло,10
467,ранку,10
468,запах,10
469,ранок,10
470,світлом,10
471,сказати,10
472,знаєш,10
473,швидко,10
474,с,10
475,что,10
476,лютого,10
477,вбивати,10
478,питає,10
479,підвалі,10
480,право,10
481,пахне,10
482,сказав,10
483,лежати,10
484,рождає,10
485,славімо,10
486,став,9
487,столу,9
488,перший,9
489,краще,9
490,чорні,9
491,червоні,9
492,тихий,9
493,старий,9
494,сидить,9
495,ближче,9
496,вогню,9
497,тілі,9
498,пам'яті,9
499,повітрі,9
500,снігу,9
501,писати,9
502,ворога,9
503,грудях,9
504,жуляни,9
505,мне,9
506,люблю,9
507,коріння,9
508,рук,9
509,зброю,9
510,літо,9
511,ноги,9
512,прийшли,9
513,одної,9
514,самі,9
515,вуст,9
516,бабуся,9
517,батька,9
518,ріка,9
519,вікон,9
520,вдома,9
521,проти,9
522,твоє,9
523,місяць,9
524,сльози,9
525,моєї,9
526,хліб,9
527,думаю,9
528,чорна,9
529,вірити,9
530,головою,9
531,мають,9
532,формує,9
533,тримає,9
534,пиши,9
535,дітьми,9
536,неначе,9
537,сирена,9
538,своєї,9
539,погляд,9
540,радість,9
541,укриття,9
542,свободи,9
543,довгі,9
544,мовчання,9
545,полі,8
546,сліди,8
547,воду,8
548,ту,8
549,росте,8
550,усім,8
551,жива,8
552,(з,8
553,твоєї,8
554,цим,8
555,літа,8
556,чую,8
557,забути,8
558,чоловік,8
559,тримай,8
560,горлі,8
561,вийти,8
562,ночами,8
563,вгору,8
564,дихання,8
565,вперше,8
566,україні,8
567,одно,8
568,хочеться,8
569,волосся,8
570,голові,8
571,дітям,8
572,військо,8
573,моїх,8
574,страху,8
575,серці,8
576,весни,8
577,двадцять,8
578,місці,8
579,зробити,8
580,сил,8
581,житті,8
582,всю,8
583,дуже,8
584,століть,8
585,жінку,8
586,повні,8
587,тиші,8
588,нашими,8
589,новин,8
590,обережно,8
591,велика,8
592,руках,8
593,он,8
594,отже,8
595,межі,8
596,жили,8
597,людини,8
598,бери,8
599,довкола,8
600,новини,8
601,сережки,8
602,мертвих,8
603,києві,8
604,тисячі,8
605,волі,8
606,автомат,8
607,ніг,8
608,люті,8
609,можемо,8
610,кацапчат,8
611,стій,8
612,нашій,8
613,бачив,8
614,жодної,8
615,любити,8
616,розумію,8
617,віра,8
618,розкладаю,8
619,сусід,7
620,стіл,7
621,міцно,7
622,одяг,7
623,випити,7
624,хотів,7
625,принаймні,7
626,трави,7
627,долі,7
628,цій,7
629,теплі,7
630,схожі,7
631,стіни,7
632,зуби,7
633,сотні,7
634,вчасно,7
635,важко,7
636,якій,7
637,нікому,7
638,ним,7
639,пішов,7
640,окрім,7
641,зиму,7
642,нової,7
643,квітка,7
644,дерева,7
645,озирається,7
646,сниться,7
647,ходити,7
648,лишається,7
649,кишені,7
650,старої,7
651,дерево,7
652,червоним,7
653,страшно,7
654,справді,7
655,хоче,7
656,моїй,7
657,говори,7
658,тож,7
659,всередині,7
660,усього,7
661,сили,7
662,прийде,7
663,горла,7
664,спить,7
665,ніяк,7
666,батько,7
667,свободу,7
668,знав,7
669,вуха,7
670,бачити,7
671,першим,7
672,вві,7
673,спочатку,7
674,дива,7
675,звуки,7
676,слові,7
677,несе,7
678,країні,7
679,чужих,7
680,такого,7
681,таких,7
682,існує,7
683,крик,7
684,вся,7
685,інакше,7
686,р,7
687,горить,7
688,шлях,7
689,знак,7
690,камені,7
691,щодня,7
692,можливо,7
693,своєму,7
694,краплі,7
695,своїми,7
696,дитя,7
697,великого,7
698,шукає,7
699,втрачає,7
700,музика,7
701,твоєму,7
702,крім,7
703,голосом,7
704,голова,7
705,лягає,7
706,роти,7
707,лютий,7
708,кажу,7
709,віршів,7
710,бачу,7
711,как,7
712,весну,7
713,майбутнє,7
714,поле,7
715,виглядає,7
716,телефоні,7
717,легше,7
718,криваві,7
719,європа,7
720,україни,7
721,прийняти,7
722,виходить,7
723,павло,7
724,разу,7
725,доми,7
726,фронт,7
727,містом,7
728,постійно,7
729,деякі,7
730,повільно,7
731,крихти,7
732,мертві,7
733,мову,7
734,плоть,7
735,пані,7
736,зранку,6
737,випадково,6
738,губами,6
739,сонцем,6
740,тепла,6
741,край,6
742,квартири,6
743,маєш,6
744,столі,6
745,дихати,6
746,стара,6
747,сила,6
748,ким,6
749,звідки,6
750,дороги,6
751,місць,6
752,музику,6
753,диму,6
754,губи,6
755,столом,6
756,своєю,6
757,таки,6
758,метро,6
759,новий,6
760,прийшов,6
761,дерев,6
762,знаємо,6
763,пішли,6
764,дорозі,6
765,перша,6
766,вітрі,6
767,бачить,6
768,всьому,6
769,ледь,6
770,звідти,6
771,носити,6
772,землею,6
773,народження,6
774,зможе,6
775,достатньо,6
776,весь,6
777,кімнати,6
778,такої,6
779,ліки,6
780,радіо,6
781,холодні,6
782,стають,6
783,останні,6
784,дворі,6
785,хати,6
786,зосталось,6
787,вами,6
788,значення,6
789,вночі,6
790,помирати,6
791,вгорі,6
792,вистачить,6
793,іншим,6
794,добігає,6
795,робота,6
796,кота,6
797,точно,6
798,такою,6
799,країни,6
800,зорі,6
801,твоїм,6
802,рука,6
803,лежать,6
804,брат,6
805,сталося,6
806,вишня,6
807,йдуть,6
808,стали,6
809,шиї,6
810,дівчинка,6
811,тої,6
812,димом,6
813,правди,6
814,білий,6
815,золоті,6
816,кулі,6
817,якими,6
818,річкою,6
819,гнізда,6
820,рот,6
821,музики,6
822,обстрілів,6
823,сто,6
824,назви,6
825,будинків,6
826,книжок,6
827,померти,6
828,скаже,6
829,вуста,6
830,світлі,6
831,сенс,6
832,чорний,6
833,білих,6
834,зла,6
835,зелену,6
836,ротів,6
837,війною,6
838,вишнями,6
839,текст,6
840,одному,6
841,нічим,6
842,першого,6
843,відразу,6
844,молитва,6
845,спіткнуться,6
846,часів,6
847,готові,6
848,важке,6
849,силу,6
850,зброї,6
851,роботу,6
852,була,6
853,думав,6
854,жодного,6
855,траві,6
856,дух,6
857,невимовне,6
858,довге,6
859,«вчителько,6
860,хлопчиків,6
861,адже,6
862,іншого,6
863,березі,6
864,читаю,6
865,біс,6
866,часи,6
867,шуваловірші,6
868,великої,6
869,стало,6
870,харків,6
871,словами,6
872,життям,6
873,рухаються,6
874,знайомого,6
875,виживи,6
876,лють,6
877,дев'ять,6
878,буча,6
879,підвалах,6
880,своїй,6
881,поети,6
882,поетів,6
883,будинки,6
884,останній,6
885,бік,6
886,молитися,6
887,кожну,6
888,точки,6
889,надія,6
890,листя,6
891,вий,6
892,сонця,6
893,тисяч,6
894,мусимо,6
895,вийдемо,6
896,напевно,6
897,т,6
898,поезія,5
899,рота,5
900,дно,5
901,шрами,5
902,сон,5
903,дотик,5
904,плечима,5
905,чолі,5
906,звір,5
907,слух,5
908,вітри,5
909,ясно,5
910,знають,5
911,народився,5
912,танцюють,5
913,змія,5
914,роки,5
915,якби,5
916,пів,5
917,добра,5
918,зірку,5
919,мовою,5
920,порох,5
921,темряві,5
922,країна,5
923,шкіра,5
924,плечі,5
925,української,5
926,січня,5
927,н,5
928,річку,5
929,забрати,5
930,яблуко,5
931,дякую,5
932,трьох,5
933,залишили,5
934,стояв,5
935,вино,5
936,кожній,5
937,весело,5
938,спогад,5
939,туди,5
940,перші,5
941,серцем,5
942,ілюстрація,5
943,дається,5
944,здіймається,5
945,безпеки,5
946,шкіру,5
947,навколо,5
948,стінах,5
949,пульсує,5
950,зброєю,5
951,золото,5
952,надії,5
953,болить,5
954,пальців,5
955,вічно,5
956,людських,5
957,боці,5
958,історія,5
959,імен,5
960,бої,5
961,понад,5
962,входить,5
963,розкажи,5
964,гра,5
965,квітів,5
966,формі,5
967,заради,5
968,ставить,5
969,маска,5
970,богсвободи,5
971,стоїш,5
972,спокою,5
973,вікно,5
974,світанку,5
975,наріжний,5
976,глибокі,5
977,молоко,5
978,доньки,5
979,падає,5
980,жалю,5
981,любитиму,5
982,яйця,5
983,лишилось,5
984,око,5
985,тім,5
986,тримала,5
987,диптих,5
988,моря,5
989,руці,5
990,початку,5
991,жаль,5
992,меч,5
993,матері,5
994,страшна,5
995,небом,5
996,кістки,5
997,кожне,5
998,пісня,5
999,вийде,5
1000,хату,5
1001,колір,5
1002,сім,5
1003,тишу,5
1004,нагадують,5
1005,стою,5
1006,стоять,5
1007,берег,5
1008,підземних,5
1009,веселий,5
1010,береги,5
1011,саду,5
1012,впритул,5
1013,слава,5
1014,нічні,5
1015,чорного,5
1016,кохали,5
1017,пісні,5
1018,чомусь,5
1019,дзвони,5
1020,подробиці,5
1021,вогні,5
1022,іменами,5
1023,пити,5
1024,приходять,5
1025,грає,5
1026,вимовляти,5
1027,куль,5
1028,людського,5
1029,набої,5
1030,казати,5
1031,щитом,5
1032,годину,5
1033,людське,5
1034,наостанок,5
1035,снах,5
1036,свята,5
1037,легкість,5
1038,картини,5
1039,миру,5
1040,мовчки,5
1041,ліс,5
1042,дитини,5
1043,попіл,5
1044,порожня,5
1045,справжні,5
1046,міцними,5
1047,пече,5
1048,горл,5
1049,легені,5
1050,нести,5
1051,померлих,5
1052,воріт,5
1053,но,5
1054,вашим,5
1055,хотілося,5
1056,из,5
1057,к,5
1058,стати,5
1059,україна,5
1060,ваш,5
1061,стріляє,5
1062,кудись,5
1063,нашому,5
1064,шафи,5
1065,спільне,5
1066,дерев‘яні,5
1067,думала,5
1068,убивати,5
1069,якісь,5
1070,попереду,5
1071,несу,5
1072,перейти,5
1073,ідуть,5
1074,плачу,5
1075,європи,5
1076,поете,5
1077,стояти,5
1078,втрати,5
1079,привіт,5
1080,йде,5
1081,сліз,5
1082,іди,5
1083,зсу,5
1084,досвід,5
1085,згори,5
1086,розмови,5
1087,тобто,5
1088,перемоги,5
1089,звісно,5
1090,уявити,5
1091,ласка,5
1092,повітрям,5
1093,україну,5
1094,крок,5
1095,ракети,5
1096,працює,5
1097,великій,5
1098,грудей,5
1099,ходить,5
1100,чоловіків,5
1101,очей,5
1102,вбити,5
1103,неможливо,5
1104,тато,5
1105,цілую,5
1106,пітьми,5
1107,повний,5
1108,тримаючи,5
1109,відвернути,5
1110,сплять,5
1111,вчора,5
1112,вздовж,5
1113,робить,5
1114,однаково,5
1115,прямо,5
1116,пращі,5
1117,будинку,5
1118,чорну,5
1119,смак,5
1120,більшість,5
1121,змінює,5
1122,взагалі,5
1123,якийсь,5
1124,неволі,5
1125,сліду,5
1126,бий,5
1127,патрон,5
1128,господь,5
1129,дивися,5
1130,головами,5
1131,чує,5
1132,маріуполь,5
1133,реальності,5
1134,історій,5
1135,дорога,5
1136,летять,5
1137,маріуполя,5
1138,хлопчик,5
1139,діва,5
1140,бачила,5
1141,спільна,5
1142,листям,5
1143,рускій,5
1144,ваєнний,5
1145,карабль,5
1146,поезії,5
1147,нашого,5
1148,їхніх,5
1149,зерна,5
1150,вище,5
1151,минуле,5
1152,святих,5
1153,(вижили,5
1154,події,5
1155,покоління,5
1156,лінія,5
1157,прабаба,5
1158,язиком,4
1159,котів,4
1160,собаки,4
1161,гріх,4
1162,зло,4
1163,жив,4
1164,втому,4
1165,плеча,4
1166,глибоко,4
1167,миті,4
1168,важкі,4
1169,зустріч,4
1170,шелест,4
1171,котиться,4
1172,дощем,4
1173,марія,4
1174,чоловіка,4
1175,винні,4
1176,вікнами,4
1177,гості,4
1178,годиться,4
1179,одразу,4
1180,“чоловіки,4
1181,тридцять,4
1182,смертю,4
1183,прийшла,4
1184,щоночі,4
1185,обійняти,4
1186,старі,4
1187,кордону,4
1188,пси,4
1189,суп,4
1190,великим,4
1191,праці,4
1192,коні,4
1193,готова,4
1194,душею,4
1195,словом,4
1196,різних,4
1197,всюди,4
1198,вікні,4
1199,права,4
1200,досвідом,4
1201,поволі,4
1202,коло,4
1203,гнів,4
1204,падають,4
1205,двома,4
1206,великий,4
1207,дзеркалі,4
1208,мові,4
1209,пекло,4
1210,смола,4
1211,вірша,4
1212,мішок,4
1213,воді,4
1214,завтра,4
1215,українською,4
1216,пальцем,4
1217,скажи,4
1218,слухай,4
1219,найбільше,4
1220,«я,4
1221,наприклад,4
1222,кінець,4
1223,гумовий,4
1224,підступно,4
1225,врешті,4
1226,суду,4
1227,твоїй,4
1228,раніше,4
1229,львові,4
1230,відпускає,4
1231,тягне,4
1232,їсти,4
1233,триває,4
1234,власне,4
1235,болем,4
1236,бувало,4
1237,лисиці,4
1238,ногами,4
1239,відчуваю,4
1240,починає,4
1241,гаряче,4
1242,ланцюг,4
1243,кара,4
1244,зброя,4
1245,майданчику,4
1246,піти,4
1247,якою,4
1248,ротом,4
1249,печуть,4
1250,дід,4
1251,селі,4
1252,ворота,4
1253,дзвін,4
1254,глиняним,4
1255,майбутніх,4
1256,дивлюся,4
1257,танки,4
1258,черги,4
1259,мали,4
1260,могилах,4
1261,зможу,4
1262,казав,4
1263,нового,4
1264,принесу,4
1265,забува,4
1266,щоранку,4
1267,нових,4
1268,стать,4
1269,зробиш,4
1270,катя,4
1271,тихенько,4
1272,нашої,4
1273,добрий,4
1274,іі,4
1275,цвіт,4
1276,ближній,4
1277,біла,4
1278,мами,4
1279,б'є,4
1280,ваших,4
1281,зір,4
1282,людським,4
1283,невже,4
1284,очах,4
1285,танець,4
1286,приходить,4
1287,кісточки,4
1288,пісню,4
1289,ворог,4
1290,бігла,4
1291,гілки,4
1292,стояла,4
1293,доброго,4
1294,лезо,4
1295,спимо,4
1296,хліба,4
1297,затуляє,4
1298,постояти,4
1299,власний,4
1300,кіт,4
1301,звуку,4
1302,прощання,4
1303,криниці,4
1304,рікою,4
1305,мою,4
1306,другу,4
1307,комусь,4
1308,долю,4
1309,однак,4
1310,падати,4
1311,пес,4
1312,веде,4
1313,днів,4
1314,годин,4
1315,сльозами,4
1316,зв'язок,4
1317,бельченко,4
1318,роті,4
1319,жменька,4
1320,велике,4
1321,передпліччі,4
1322,пізно,4
1323,довіри,4
1324,співають,4
1325,тісто,4
1326,справа,4
1327,відстань,4
1328,ножем,4
1329,нічного,4
1330,глибини,4
1331,назвати,4
1332,ламає,4
1333,прокляття,4
1334,шепіт,4
1335,десять,4
1336,ягоди,4
1337,лід,4
1338,сестро,4
1339,голод,4
1340,купи,4
1341,босоніж,4
1342,битому,4
1343,склу,4
1344,трубку,4
1345,шкірою,4
1346,випав,4
1347,звіра,4
1348,виє,4
1349,залізо,4
1350,живим,4
1351,пошепки,4
1352,криком,4
1353,вистачає,4
1354,жодна,4
1355,кличе,4
1356,рідна,4
1357,зненацька,4
1358,краси,4
1359,написала,4
1360,немовби,4
1361,стіна,4
1362,схожий,4
1363,крилами,4
1364,знаряддя,4
1365,єдності,4
1366,щоку,4
1367,благаю,4
1368,честь,4
1369,дорослі,4
1370,сина,4
1371,вкладає,4
1372,уламки,4
1373,квартиру,4
1374,ключі,4
1375,дорогу,4
1376,місяців,4
1377,чоло,4
1378,білим,4
1379,тіл,4
1380,розбита,4
1381,нічними,4
1382,шкіри,4
1383,брудна,4
1384,вулиць,4
1385,уздовж,4
1386,колючий,4
1387,шов,4
1388,біле,4
1389,золоте,4
1390,піднебіння,4
1391,залізна,4
1392,пора,4
1393,іду,4
1394,знайомі,4
1395,кровоспинне,4
1396,занадто,4
1397,піску,4
1398,нові,4
1399,цілий,4
1400,червона,4
1401,синє,4
1402,хребти,4
1403,усередині,4
1404,згорів,4
1405,молодий,4
1406,усміхався,4
1407,збори,4
1408,особливо,4
1409,подушку,4
1410,останніх,4
1411,есть,4
1412,россии,4
1413,нет,4
1414,(ніч,4
1415,подростки,4
1416,себя,4
1417,ісус,4
1418,сорок,4
1419,певний,4
1420,ваша,4
1421,меж,4
1422,поза,4
1423,спину,4
1424,здалеку,4
1425,долонею,4
1426,язика,4
1427,зубами,4
1428,здавалося,4
1429,вибитих,4
1430,чекає,4
1431,ховає,4
1432,підлозі,4
1433,боги,4
1434,мусить,4
1435,черзі,4
1436,зазвичай,4
1437,стрілятимеш,4
1438,кривавих,4
1439,варто,4
1440,шість,4
1441,країною,4
1442,деревах,4
1443,будь-який,4
1444,люта,4
1445,булкою,4
1446,прикидаюся,4
1447,сливами,4
1448,дзижчить,4
1449,нанкіні,4
1450,чорною,4
1451,відступає,4
1452,стаються,4
1453,згадала,4
1454,ціль,4
1455,гори,4
1456,хлопці,4
1457,дивись,4
1458,геть,4
1459,вийшов,4
1460,розуміє,4
1461,доведеться,4
1462,збирали,4
1463,іншому,4
1464,плачуть,4
1465,степ,4
1466,потрібні,4
1467,відчуває,4
1468,котрі,4
1469,взяли,4
1470,почала,4
1471,оборони,4
1472,укритті,4
1473,пам'ятати,4
1474,відбудувати,4
1475,зелені,4
1476,палає,4
1477,зупинити,4
1478,якогось,4
1479,дитину,4
1480,харків),4
1481,такими,4
1482,сину,4
1483,вголос,4
1484,бучі,4
1485,типу,4
1486,поганий,4
1487,навпіл,4
1488,якась,4
1489,людьми,4
1490,смертельні,4
1491,тероборону,4
1492,беруть,4
1493,тимчасово,4
1494,вперто,4
1495,почали,4
1496,зможемо,4
1497,вісім,4
1498,гостомель,4
1499,ірпінь,4
1500,сусідів,4
1501,повітряна,4
1502,морозиво,4
1503,прошу,4
1504,зростає,4
1505,свідчити,4
1506,повертаються,4
1507,дехто,4
1508,сонні,4
1509,артерії,4
1510,перш,4
1511,народжених,4
1512,чай,4
1513,дитино,4
1514,чекають,4
1515,побачиш,4
1516,називається,4
1517,іноді,4
1518,«коли,4
1519,плакати,4
1520,пісень,4
1521,бійся,4
1522,повертайся,4
1523,снарядів,4
1524,сильно,4
1525,звучить,4
1526,назавжди,4
1527,зірки,4
1528,позаду,4
1529,нігті,4
1530,месяц,4
1531,сидять,4
1532,різні,4
1533,голови,4
1534,певен,4
1535,померли,4
1536,відповідає,4
1537,лиця,4
1538,номерами,4
1539,тримати,4
1540,горя,4
1541,великих,4
1542,лишився,4
1543,пальцями,4
1544,пережити,4
1545,розстріляли,4
1546,біжи,4
1547,глибше,4
1548,пекла,4
1549,кричати,4
1550,значно,4
1551,визнаючи,4
1552,навіщо,4
1553,сирен,4
1554,літератури,4
1555,везете,4
1556,братчики,4
1557,питаються,4
1558,живий,4
1559,історію,4
1560,значить,4
1561,двадцать,4
1562,скорботи,4
1563,старого,4
1564,живе,4
1565,світиться,4
1566,проступає,4
1567,тепліше,4
1568,лелеки,4
1569,містах,4
1570,душ,4
1571,український,4
1572,мала,4
1573,твоїми,4
1574,віри,4
1575,закінчиться,4
1576,країну,4
1577,люба,4
1578,боляче,4
1579,кричи,4
1580,перемогу,4
1581,віддати,4
1582,жіноча,4
1583,шемаг,4
1584,сукні,4
1585,зможеш,4
1586,вбивають,4
1587,квітня,4
1588,плюс,4
1589,ієрархи,4
1590,візьмемо,4
1591,л,4
1592,дивіться,4
1593,вишебаба,4
1594,яма,4
1595,всміхався,3
1596,попа,3
1597,любить,3
1598,падали,3
1599,рибу,3
1600,навчилися,3
1601,обидва,3
1602,танцювали,3
1603,снігом,3
1604,котре,3
1605,залізом,3
1606,останнє,3
1607,вранці,3
1608,дружину,3
1609,плід,3
1610,дверима,3
1611,янголів,3
1612,небесах,3
1613,во,3
1614,втома,3
1615,літ,3
1616,тамуєш,3
1617,коліна,3
1618,виходу,3
1619,живого,3
1620,їдять,3
1621,хаті,3
1622,хрест,3
1623,стискає,3
1624,ранньої,3
1625,встигнеш,3
1626,вічність,3
1627,буття,3
1628,пливе,3
1629,пил,3
1630,джерело,3
1631,починається,3
1632,чистого,3
1633,домівок,3
1634,лісу,3
1635,шляхом,3
1636,чиї,3
1637,питай,3
1638,золота,3
1639,сніжинки,3
1640,кутку,3
1641,виступ,3
1642,щораз,3
1643,наступного,3
1644,номери,3
1645,нато,3
1646,хочуть,3
1647,танцювати,3
1648,пара,3
1649,бажання,3
1650,сну,3
1651,зелене,3
1652,збірки,3
1653,листи,3
1654,махно,3
1655,перекласти,3
1656,церкви,3
1657,маючи,3
1658,сідає,3
1659,порозі,3
1660,оця,3
1661,друга,3
1662,красивий,3
1663,старих,3
1664,оте,3
1665,знання,3
1666,навмання,3
1667,глибині,3
1668,сукню,3
1669,відповідь,3
1670,півгодини,3
1671,тиха,3
1672,птах,3
1673,ребер,3
1674,калічить,3
1675,плащаниця,3
1676,мозок,3
1677,відбувається,3
1678,ступати,3
1679,діти”,3
1680,судді,3
1681,дивлячись,3
1682,стань,3
1683,річки,3
1684,кажеш,3
1685,кров’ю,3
1686,наприкінці,3
1687,ліхтар,3
1688,залі,3
1689,винести,3
1690,вирок,3
1691,простір,3
1692,самих,3
1693,питають,3
1694,відчувала,3
1695,похапцем,3
1696,дріт,3
1697,нащо,3
1698,розходилися,3
1699,цілу,3
1700,можуть,3
1701,свідки,3
1702,чітко,3
1703,межа,3
1704,розстріляні,3
1705,п'яні,3
1706,клапоть,3
1707,безодня,3
1708,обрієм,3
1709,голодні,3
1710,вниз,3
1711,уявляти,3
1712,роком,3
1713,власній,3
1714,ставали,3
1715,багать,3
1716,червоних,3
1717,перехожі,3
1718,чіпляється,3
1719,скачуть,3
1720,відчувають,3
1721,світить,3
1722,мости,3
1723,принесли,3
1724,навпроти,3
1725,дзеркала,3
